image_path,question,real_answer,formatted_pred,prediction
tdiuc_templates,How many suitcases are in the picture?,1,2,2
imported_genome,How many boats are on the lake?,6,10,10
tdiuc_templates,How many sinks are there?,2,2,two
amt,How many white coloured towels are there on the rack on top of wall?,4,3,3
imported_vqa,How many cows are there?,6,6,six
tdiuc_templates,How many people can you see?,4,-1,more than ten
tdiuc_templates,How many carrots are visible?,7,20,20
tdiuc_templates,How many broccolis can you see?,6,10,10
imported_genome,How many tall modern buildings are featured in the photo?,6,4,4
imported_vqa,How many hands are visible?,3,7,7
tdiuc_templates,How many people are in the photo?,5,5,5
imported_genome,How many lights are shown in the picture?,1,2,2
imported_vqa,How many pieces of citrus are there?,5,6,6
tdiuc_templates,How many carrots can you see?,5,7,7
tdiuc_templates,How many birds are in the picture?,2,2,2
tdiuc_templates,How many cars are visible?,3,15,15
imported_vqa,How many horses in the field?,4,4,4
imported_genome,How many men are there?,4,4,4
tdiuc_templates,How many chairs can you see?,6,15,15
tdiuc_templates,How many sandwiches are there?,7,6,6
tdiuc_templates,How many hot dogs can be seen?,2,3,3
imported_vqa,How many people are obvious in this image?,7,5,5
tdiuc_templates,How many kites are there?,4,6,6
tdiuc_templates,How many motorcycles can be seen?,8,-1,more than ten
tdiuc_templates,How many couches can be seen?,2,1,one
imported_genome,How many bolts are visible?,6,8,8
amt,How many white cars are there?,4,2,two
imported_vqa,How many trees are there?,5,6,6
imported_vqa,How many people are on the beach?,4,5,five
tdiuc_templates,How many teddy bears are there?,2,2,2
tdiuc_templates,How many people are there?,9,10,10
imported_genome,How many pears are showing?,9,5,5
generate,How many zebras are there?,0,0,zero
tdiuc_templates,How many elephants are visible?,2,2,two
tdiuc_templates,How many zebras are there?,3,3,3
tdiuc_templates,How many apples are there?,5,100,100
imported_vqa,How many apples look rotten?,0,0,0
imported_genome,How many people are in the photo?,6,6,6
imported_vqa,How many paw pads do you count?,8,4,4
imported_vqa,How many plates are on the table?,2,2,2
imported_genome,How many jets are shown?,6,9,nine
tdiuc_templates,How many people are there?,5,10,10
imported_vqa,How many sheep are here?,5,5,5
tdiuc_templates,How many people can be seen?,4,3,3
generate,How many orange cars are there in the picture?,0,0,0
tdiuc_templates,How many horses are there?,4,6,6
tdiuc_templates,How many people can be seen?,8,8,8
tdiuc_templates,How many laptops are visible?,10,13,13
imported_vqa,How many cases?,3,4,4
tdiuc_templates,How many people are in the photo?,4,7,7
tdiuc_templates,How many people can you see?,8,20,20
imported_vqa,How many people are here?,2,2,2
tdiuc_templates,How many teddy bears are visible?,6,1,1
imported_vqa,How many of these people are professional baseball players?,11,10,10
imported_genome,How many people in photo?,9,7,seven
tdiuc_templates,How many people are there?,4,10,ten
tdiuc_templates,How many people are there?,3,-1,lot
imported_genome,How many clocks can be seen?,1,1,one
tdiuc_templates,How many bottles are in the picture?,4,4,four
imported_genome,How many boats are there?,1,1,one
imported_vqa,How many sides are on the Stop Sign?,8,8,eight
tdiuc_templates,How many people are visible?,5,5,five
amt,How many trays of uncooked bread are present in the image?,5,6,6
tdiuc_templates,How many people are there?,2,2,two
tdiuc_templates,How many bananas are in the picture?,10,100,100
imported_vqa,How many men are in the picture?,7,8,eight
imported_vqa,How many horses in this photo?,3,3,3
tdiuc_templates,How many bowls are there?,4,2,2
imported_vqa,How many spokes does the front tire of the motorcycle on the right have?,7,6,6
imported_vqa,How many boys are here?,0,1,1
tdiuc_templates,How many people are there?,11,10,10
tdiuc_templates,How many people are there?,4,5,5
imported_vqa,How many dogs are in the photo?,3,3,three
generate,How many airplanes are visible to the left side of the front plane?,0,0,0
imported_vqa,How many legs does the animal have?,4,4,4
tdiuc_templates,How many pizzas can be seen?,3,2,2
imported_genome,How many horses are there?,9,15,15
imported_vqa,How many slices is the pizza?,8,8,eight
generate,How many blue boats are in the picture?,0,0,0
tdiuc_templates,How many people are in the photo?,7,7,seven
tdiuc_templates,How many knives are there?,2,2,two
tdiuc_templates,How many sheep are in the picture?,11,20,20
tdiuc_templates,How many bicycles are in the photo?,7,15,15
tdiuc_templates,How many motorcycles are in the picture?,3,4,4
tdiuc_templates,How many people are visible?,2,7,seven
imported_genome,How many tires does the truck have?,6,6,6
tdiuc_templates,How many elephants are visible?,7,9,nine
tdiuc_templates,How many cows can be seen?,4,3,3
tdiuc_templates,How many people are there?,7,20,20
tdiuc_templates,How many people can be seen?,3,3,3
imported_vqa,How many adults in the pic?,11,10,10
tdiuc_templates,How many sheep are there?,3,4,four
imported_genome,How many zebras do you see?,6,6,6
tdiuc_templates,How many people are there?,8,8,eight
imported_vqa,How many sheep are in the field?,6,10,10
tdiuc_templates,How many people can be seen?,9,12,12
tdiuc_templates,How many chairs are in the photo?,3,4,4
imported_vqa,How many cows are in the scene?,7,6,6
tdiuc_templates,How many chairs are there?,6,4,four
imported_vqa,How many chairs are there?,6,5,five
tdiuc_templates,How many people are in the photo?,2,2,two
tdiuc_templates,How many motorcycles can be seen?,6,10,10
tdiuc_templates,How many airplanes are there?,3,5,five
tdiuc_templates,How many people are visible?,5,5,five
tdiuc_templates,How many fire hydrants are there?,1,1,1
imported_genome,How many people are there?,3,4,4
imported_genome,How many napkins are seen?,3,2,2
imported_genome,How many boats are there?,1,2,2
tdiuc_templates,How many cups are there?,1,2,two
tdiuc_templates,How many chairs can be seen?,7,10,10
amt,How many bicycles are parked behind the scooter?,5,5,5
generate,How many planes have orange tail sections?,0,0,0
tdiuc_templates,How many umbrellas are visible?,4,3,three
imported_vqa,How many beds are there?,7,8,8
imported_vqa,How many steps are there?,9,10,10
tdiuc_templates,How many people are there?,8,-1,more than ten
tdiuc_templates,How many people are in the photo?,5,6,6
imported_vqa,How many candles are on the cake?,5,0,0
tdiuc_templates,How many suitcases can you see?,10,20,20
imported_vqa,How many zebras in the picture?,1,1,1
imported_vqa,How many people are sitting around the table?,10,15,15
imported_vqa,How many hot dogs to you see cooking?,10,10,10
imported_genome,How many pillows are on the couch?,8,12,12
tdiuc_templates,How many people can you see?,3,4,4
tdiuc_templates,How many people are there?,9,20,20
imported_vqa,How many times is the bread scored?,6,3,3
imported_vqa,How many people wearing hats?,6,7,seven
tdiuc_templates,How many people are there?,6,7,seven
imported_genome,How many people are in the picture?,2,2,2
imported_genome,How many statues are on the roof?,2,3,3
tdiuc_templates,How many people are there?,11,10,ten
imported_vqa,How many different kinds of animals are there?,3,2,2
tdiuc_templates,How many cups are there?,2,3,3
imported_genome,How many books are grouped to the right of the clock?,9,9,9
imported_genome,How many surfboards are laying in the sand?,5,5,5
tdiuc_templates,How many people are in the picture?,11,-1,more than ten
tdiuc_templates,How many people can you see?,6,-1,more than ten
imported_vqa,How many staff members are seen?,7,7,seven
amt,How many men are to the right of the plant?,5,1,one
imported_vqa,How many vegetables are shown?,3,3,3
imported_vqa,How many double-decker buses are in the picture?,3,4,4
imported_vqa,How many people are using computers?,5,5,five
tdiuc_templates,How many bananas are there?,5,100,100
imported_vqa,How many chair are visible?,2,2,2
tdiuc_templates,How many horses are in the picture?,3,4,4
imported_genome,How many people are there?,8,20,20
tdiuc_templates,How many people are in the picture?,4,100,100
tdiuc_templates,How many people are there?,4,3,3
tdiuc_templates,How many cows are there?,9,-1,more than ten
imported_vqa,How many animals are standing around?,4,4,4
tdiuc_templates,How many people are there?,5,8,8
imported_vqa,How many chairs are there?,5,6,6
imported_vqa,How many books are on the dresser?,8,10,10
imported_genome,How many colors are on the hat?,5,5,5
imported_vqa,How many trains could be lined up across the tracks?,3,2,two
tdiuc_templates,How many people are visible?,10,10,ten
tdiuc_templates,How many bananas are in the photo?,6,20,20
tdiuc_templates,How many carrots can be seen?,12,-1,many
imported_genome,How many cars are in the photograph?,9,10,ten
tdiuc_templates,How many oranges are there?,7,15,15
tdiuc_templates,How many bananas are in the photo?,4,0,0
imported_vqa,How many carrots are there?,5,6,6
tdiuc_templates,How many bowls are there?,6,4,4
imported_vqa,How many suitcases  are there?,4,6,6
imported_vqa,How many people are in this picture?,6,5,5
tdiuc_templates,How many people are in the picture?,2,2,2
imported_vqa,How many elephants are there?,6,6,six
imported_vqa,How many knobs?,7,6,6
tdiuc_templates,How many bananas are there?,9,20,twenty
imported_vqa,How many people can sit at the dining table?,4,4,4
imported_genome,How many giraffes are in the picture?,6,5,5
tdiuc_templates,How many people are there?,9,-1,more than ten
imported_vqa,How many towels are on the rack?,3,3,3
amt,How many people are eating cake?,0,0,0
tdiuc_templates,How many people can be seen?,4,5,5
tdiuc_templates,How many people are in the picture?,5,6,6
tdiuc_templates,How many umbrellas are there?,2,6,6
imported_genome,How many windows are covered by dark green shades?,4,2,two
tdiuc_templates,How many people can be seen?,11,15,15
tdiuc_templates,How many teddy bears are in the photo?,9,7,seven
tdiuc_templates,How many people can be seen?,3,2,2
tdiuc_templates,How many boats can you see?,6,15,15
imported_vqa,How many giraffe are in a field?,5,5,five
tdiuc_templates,How many people are in the photo?,6,5,5
tdiuc_templates,How many vases are there?,1,1,one
imported_genome,How many deserts are on the nearest plate?,9,9,9
imported_genome,How many numbers are inside the clock?,12,12,12
amt,How many horses have white on them?,2,1,1
tdiuc_templates,How many motorcycles can you see?,7,7,7
imported_vqa,How many helmets are there?,4,6,6
tdiuc_templates,How many apples are in the picture?,8,2,2
imported_genome,How many planes are there?,2,2,2
generate,How many people are taking pictures?,0,0,0
imported_vqa,How many men are there on photo?,10,9,nine
imported_vqa,How many slices of tomatoes do you see?,8,8,8
amt,How many trains are painted blue?,0,0,0
imported_vqa,How many donut holes are there?,11,8,8
imported_vqa,How many lights are on the front of each motorcycle?,3,2,2
tdiuc_templates,How many broccolis are there?,8,10,10
tdiuc_templates,How many people are there?,5,9,9
tdiuc_templates,How many books are in the photo?,4,-1,many
imported_genome,How many buildings are present?,3,2,2
tdiuc_templates,How many people are in the picture?,5,5,5
tdiuc_templates,How many people are in the picture?,4,5,5
tdiuc_templates,How many people are visible?,6,-1,many
imported_vqa,How many elephants are in the picture?,5,5,5
imported_vqa,How many people are standing next to each other?,4,4,4
imported_vqa,How many dolls are there?,5,5,5
imported_genome,How many pillows are in this room?,5,6,6
tdiuc_templates,How many trucks can be seen?,1,1,1
tdiuc_templates,How many benches are visible?,6,10,10
tdiuc_templates,How many ties can be seen?,14,35,35
imported_genome,How many wheels are on the chair in the front?,5,8,eight
tdiuc_templates,How many people are there?,7,10,10
imported_genome,How many dogs are there?,1,1,1
amt,How many people are wearing a red shirt?,4,2,2
tdiuc_templates,How many people are there?,5,5,5
generate,How many people are wearing hat?,0,0,0
amt,How many balls are sitting on the vehicles?,1,3,3
imported_genome,How many computers are there?,1,1,1
imported_vqa,How many telephone lines are in this picture?,2,2,2
imported_vqa,How many people are present?,1,1,1
amt,How many people have umbrellas?,7,10,10
imported_genome,How many people's legs can be seen?,5,8,8
tdiuc_templates,How many people are there?,4,4,4
imported_vqa,How many candles are lit?,12,12,12
tdiuc_templates,How many zebras can be seen?,5,7,7
tdiuc_templates,How many people are in the photo?,6,10,ten
tdiuc_templates,How many people are there?,3,3,3
imported_vqa,How many poles are on the crest of the hill in the background?,4,6,6
tdiuc_templates,How many people can you see?,6,10,ten
tdiuc_templates,How many people are in the photo?,7,8,eight
tdiuc_templates,How many people are in the picture?,3,3,3
imported_vqa,How many archways do you see?,11,9,9
tdiuc_templates,How many suitcases are in the picture?,12,-1,many
tdiuc_templates,How many people are there?,4,6,6
imported_genome,How many meters are there?,1,1,1
tdiuc_templates,How many bowls can be seen?,3,4,4
